[2026-04-01T01:17:47.369Z] GET http://localhost:5174/node_modules/.vite/deps/radix-ui.js?v=240bc27f → 200 (?ms, 593707B)
[2026-04-01T01:17:47.369Z] GET http://localhost:5174/src/data/questions-bank-math-algebra.ts → 304 (6ms, ?B)
[2026-04-01T01:17:47.369Z] GET http://localhost:5174/src/data/questions-bank-math-advanced.ts → 304 (6ms, ?B)
[2026-04-01T01:17:47.369Z] GET http://localhost:5174/src/data/questions-bank-math-problem-solving.ts → 304 (6ms, ?B)
[2026-04-01T01:17:47.369Z] GET http://localhost:5174/src/data/questions-bank-math-geometry.ts → 304 (7ms, ?B)
[2026-04-01T01:17:47.369Z] GET http://localhost:5174/src/data/questions-bank-rw-information.ts → 304 (7ms, ?B)
[2026-04-01T01:17:47.370Z] GET http://localhost:5174/src/data/questions-bank-rw-craft.ts → 304 (7ms, ?B)
[2026-04-01T01:17:47.370Z] GET http://localhost:5174/src/data/questions-bank-rw-expression.ts → 304 (7ms, ?B)
[2026-04-01T01:17:47.370Z] GET http://localhost:5174/src/data/questions-bank-rw-conventions.ts → 304 (7ms, ?B)
[2026-04-01T01:17:47.370Z] GET http://localhost:5174/src/data/questions-practice-test-4.ts → 304 (8ms, ?B)
[2026-04-01T01:17:47.370Z] GET http://localhost:5174/src/data/questions-practice-test-5.ts → 304 (8ms, ?B)
[2026-04-01T01:17:47.370Z] GET http://localhost:5174/src/data/questions-practice-test-6.ts → 304 (8ms, ?B)
[2026-04-01T01:17:47.370Z] GET http://localhost:5174/src/data/questions-practice-test-7.ts → 304 (8ms, ?B)
[2026-04-01T01:17:47.370Z] GET http://localhost:5174/src/data/questions-practice-test-8.ts → 304 (8ms, ?B)
[2026-04-01T01:17:47.370Z] GET http://localhost:5174/src/data/questions-practice-test-9.ts → 304 (8ms, ?B)
[2026-04-01T01:17:47.370Z] GET http://localhost:5174/src/data/questions-practice-test-10.ts → 304 (9ms, ?B)
[2026-04-01T01:17:47.370Z] GET http://localhost:5174/src/data/questions-practice-test-11.ts → 304 (8ms, ?B)
[2026-04-01T01:17:47.370Z] GET http://localhost:5174/node_modules/.vite/deps/clsx.js?v=240bc27f → 200 (?ms, 1157B)
[2026-04-01T01:17:47.370Z] GET http://localhost:5174/node_modules/.vite/deps/tailwind-merge.js?v=240bc27f → 200 (?ms, 99369B)
